Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Combined,Outlet
12.792854228644991,1,0.054723717000000005,36.6874,35,1,2,3,1058.622,2,5
6.78,0,0.066724663,187.72400000000002,21,1,0,1,1491.392,1,9
7.3,0,0.144167934,146.3076,22,1,2,0,886.8456,1,0
12.3,1,0.052458358,188.753,33,0,2,1,3795.06,2,1
16.85,0,0.139985583,145.276,11,1,2,2,2490.092,1,3
14.65,2,0.09928629800000001,49.8666,21,1,0,1,563.9326,1,9
15.6,0,0.037680711,123.7704,16,2,1,1,3129.26,1,6
17.35,1,0.16806490899999998,176.2712,11,1,2,2,1230.3984,2,3
16.0,0,0.090111173,141.3154,21,1,0,1,3261.7542,1,9
17.0,0,0.136286138,170.9106,11,1,2,2,1197.7742,1,3
11.5,2,0.125857678,100.5358,18,1,1,1,2111.2518,1,7
5.695,2,0.067700925,256.5988,23,2,0,1,2055.9904,1,8
15.2,0,0.112896669,36.0848,23,2,0,1,1193.1136,0,8
9.1,0,0.173973652,126.5362,33,0,2,1,1761.7068,1,1
16.85,0,0.06595278007399345,146.076,13,1,1,1,2636.5679999999998,1,2
11.15,1,0.073516952,65.9142,18,1,1,1,790.9704,2,7
17.0,0,0.119285634,247.4434,33,0,2,1,2980.1208,1,1
7.47,2,0.153011599,215.2218,13,1,1,1,3419.5488,1,2
20.7,0,0.04875891,37.3506,23,2,0,1,834.9132,1,8
15.6,2,0.10527616199999999,173.2764,16,2,1,1,3779.0808,1,6
17.7,2,0.122123201,100.7674,18,1,1,1,814.9392,1,7
13.0,1,0.082970667,60.0194,21,1,0,1,1114.5492,2,9
14.0,2,0.029782937000000002,146.3786,18,1,1,1,866.8716,1,7
18.85,2,0.067953506,119.044,23,2,0,1,2396.88,1,8
15.7,0,0.03722507,182.4634,16,2,1,1,1999.3974,0,6
15.85,1,0.020487625,44.0112,23,2,0,1,468.7232,2,8
6.175,2,0.179077475,94.3752,23,2,0,1,1342.2528,1,8
12.792854228644991,0,0.037131628,216.4824,35,2,0,0,218.3824,1,4
16.0,2,0.017547958,48.3718,16,2,1,1,614.5334,1,6
13.15,1,0.093191195,158.1604,13,1,1,1,1426.1436,2,2
16.5,2,0.079875237,102.7332,18,1,1,1,1537.9979999999998,1,7
14.65,1,0.01125332,57.0614,13,1,1,1,939.4438,2,2
13.5,2,0.125170423,261.491,33,0,2,1,3418.883,1,1
10.1,0,0.032152004,50.6008,21,1,0,1,404.8064,1,9
11.85,2,0.056033565,51.4666,13,1,1,1,974.0654,1,2
9.285,2,0.021049215,161.0578,18,1,1,1,2406.867,1,7
12.8,2,0.023526504,223.5404,16,2,1,1,5626.01,1,6
6.235,1,0.020229757,260.8962,21,1,0,1,5956.9126,2,9
12.15,0,0.131445848,246.84599999999998,18,1,1,1,6404.996,1,7
12.792854228644991,1,0.083862625,44.077,35,2,0,0,216.385,2,4
12.35,2,0.18614827,78.2328,21,1,0,1,1158.492,1,9
9.195,2,0.20471303600000001,101.0016,22,1,2,0,202.4032,1,0
16.2,0,0.036057562,260.3278,11,1,2,2,2342.9502,1,3
7.285,1,0.031327838999999996,174.6054,13,1,1,1,2976.7918,2,2
7.05,2,0.055558509000000006,224.7088,23,2,0,1,3131.9232,1,8
12.792854228644991,0,0.06595278007399345,109.9254,35,2,0,0,108.5254,1,4
14.5,2,0.06386355099999999,262.3594,23,2,0,1,4448.2098,1,8
13.35,0,0.06595278007399345,75.7012,13,1,1,1,1442.1228,0,2
11.5,0,0.06595278007399345,128.4652,21,1,0,1,2841.6344,1,9
12.1,0,0.016852909,180.666,21,1,0,1,2876.256,0,9
11.8,2,0.094037241,124.5704,11,1,2,2,1001.3632,1,3
7.05,0,0.085312137,107.4912,11,1,2,2,982.7208,1,3
12.792854228644991,0,0.053764023,195.7768,35,1,2,3,3547.3824,1,5
18.75,1,0.010365546,207.0954,23,2,0,1,3125.9309999999996,2,8
19.25,2,0.027135522000000002,196.31099999999998,18,1,1,1,3142.5759999999996,1,7
16.2,0,0.06595278007399345,100.57,33,0,2,1,1398.18,1,1
8.31,2,0.11614859599999999,176.0028,11,1,2,2,4427.57,1,3
13.1,0,0.075363922,73.8354,13,1,1,1,1956.1204,1,2
13.5,0,0.021496402999999997,180.5976,23,2,0,1,3078.6592,1,8
11.15,2,0.085931544,169.679,23,2,0,1,1018.674,1,8
7.5,1,0.09680600800000001,56.2588,11,1,2,2,687.1056,2,3
12.792854228644991,0,0.04778563,156.5946,35,1,2,3,3787.0704,0,5
15.6,2,0.105725004,169.9764,11,1,2,2,2748.4224,1,3
12.792854228644991,0,0.148764535,111.1912,35,2,0,0,109.1912,1,4
6.78,0,0.066997921,186.524,13,1,1,1,2609.936,1,2
16.0,0,0.040938155,141.1496,16,2,1,1,4516.7872,1,6
12.792854228644991,2,0.014661762,89.1172,35,1,2,3,2319.6472,1,5
10.5,0,0.048213766,159.6946,11,1,2,2,3629.2758,0,3
17.1,0,0.032761024,148.8392,11,1,2,2,2087.9488,1,3
7.535,0,0.06595278007399345,121.64399999999999,18,1,1,1,1557.9720000000002,0,7
15.1,0,0.025988507999999997,146.6076,16,2,1,1,2364.9216,1,6
15.1,0,0.026140452,149.0076,13,1,1,1,4138.6128,1,2
10.0,0,0.025932407999999997,264.7226,11,1,2,2,3171.8712,1,3
20.85,0,0.09817040199999999,224.0746,13,1,1,1,2243.746,1,2
16.7,2,0.119439636,182.1976,16,2,1,1,724.3904,1,6
8.315,2,0.059540542,143.6444,22,1,2,0,145.1444,1,0
12.792854228644991,0,0.044122209,173.8054,35,2,0,0,175.1054,1,4
16.75,0,0.08130482900000001,258.4988,16,2,1,1,4111.9808,1,6
12.792854228644991,0,0.081014461,98.8384,35,2,0,0,492.69199999999995,1,4
12.5,1,0.006775666999999999,42.9112,21,1,0,1,1022.6688,2,9
6.8,0,0.03749705,49.9034,23,2,0,1,194.4136,1,8
7.3,0,0.086060695,149.8076,33,0,2,1,2808.3444,1,1
15.85,1,0.020519478,42.5112,21,1,0,1,852.2239999999999,2,9
12.1,2,0.061163967,56.5614,16,2,1,1,828.921,0,6
9.195,2,0.07821891,107.6596,18,1,1,1,323.5788,1,7
7.59,2,0.14492016,174.708,33,0,2,1,2942.836,1,1
12.15,0,0.062235982999999995,34.5532,33,0,2,1,359.532,1,1
19.75,2,0.030166923999999998,179.766,22,1,2,0,719.064,1,0
18.85,1,0.016104504,130.2626,16,2,1,1,2360.9268,2,6
12.15,0,0.01544786,211.2928,33,0,2,1,2735.1064,1,1
13.1,0,0.037574137,174.2054,16,2,1,1,3677.2134,1,6
12.792854228644991,0,0.106876976,146.7076,35,1,2,3,3842.9976,1,5
12.792854228644991,0,0.32111501,100.77,35,2,0,0,199.74,1,4
7.895,2,0.061124625999999994,58.5588,33,0,2,1,171.7764,1,1
12.792854228644991,2,0.127599399,118.9098,35,2,0,0,120.5098,1,4
16.75,0,0.029785889,38.9822,21,1,0,1,628.5152,1,9
16.35,1,0.06595278007399345,198.21099999999998,16,2,1,1,2946.165,2,6
8.21,0,0.010762387,149.5392,16,2,1,1,1789.6704,0,6
15.85,0,0.108206497,58.3904,13,1,1,1,468.7232,0,2
16.2,0,0.063127333,100.47,21,1,0,1,1597.92,1,9
17.5,0,0.02687089,264.491,23,2,0,1,3681.8740000000003,1,8
12.792854228644991,0,0.099681705,107.4622,35,2,0,0,317.5866,1,4
13.65,2,0.072898645,198.1426,16,2,1,1,1977.4260000000002,1,6
11.35,2,0.06335453099999999,88.9856,18,1,1,1,1230.3984,1,7
10.8,0,0.082534287,191.1504,16,2,1,1,4410.2592,1,6
7.47,2,0.152024355,211.8218,33,0,2,1,1496.0526,1,1
19.85,0,0.045669235999999995,126.402,23,2,0,1,1012.0160000000001,1,8
8.39,2,0.024342577999999997,113.6176,13,1,1,1,2862.94,1,2
10.8,0,0.028988287999999997,239.2222,21,1,0,1,6692.6216,1,9
15.0,1,0.044908404000000006,140.2838,23,2,0,1,1404.838,2,8
17.35,1,0.168329848,176.7712,13,1,1,1,2812.3392,2,2
14.1,0,0.111936685,198.8084,22,1,2,0,992.0419999999999,1,0
19.2,2,0.005620213000000001,226.6062,13,1,1,1,5191.2426,1,2
15.6,0,0.117095014,78.067,21,1,0,1,1148.505,1,9
12.792854228644991,0,0.248301532,124.1072,35,2,0,0,245.0144,1,4
20.5,1,0.023274107000000002,154.134,13,1,1,1,2909.546,2,2
12.792854228644991,0,0.091354948,122.3072,35,2,0,0,122.5072,1,4
10.6,0,0.011087128,41.4454,16,2,1,1,1468.089,1,6
15.1,2,0.099839365,143.3786,16,2,1,1,1733.7432,1,6
7.035,0,0.021938403999999998,264.691,11,1,2,2,5785.802,1,3
16.0,0,0.090480206,142.4154,13,1,1,1,1985.4156,1,2
13.65,2,0.080640478,262.6936,23,2,0,1,4175.8976,1,8
18.85,1,0.040338009,246.7144,33,0,2,1,6615.3888,2,1
6.115,2,0.007043008000000001,190.35299999999998,16,2,1,1,569.259,0,6
8.96,2,0.069219165,196.5768,11,1,2,2,2759.0752,1,3
19.6,0,0.039569689,165.9526,16,2,1,1,2631.2416,1,6
9.195,0,0.18058808199999998,182.2634,22,1,2,0,363.5268,1,0
8.97,1,0.09301462,52.7956,23,2,0,1,1037.3164,2,8
12.35,1,0.274405193,117.1124,22,1,2,0,355.5372,2,0
9.3,0,0.06688712299999999,183.9292,21,1,0,1,3283.7256,1,9
17.7,2,0.042468412999999997,162.421,16,2,1,1,1468.089,1,6
7.27,0,0.071188446,111.9518,21,1,0,1,1138.518,0,9
20.7,2,0.191008614,92.8436,22,1,2,0,189.0872,1,0
16.1,2,0.15959547300000002,32.8558,33,0,2,1,339.55800000000005,1,1
12.792854228644991,2,0.08690553599999999,78.8644,35,2,0,0,314.2576,1,4
20.75,0,0.08918638699999999,193.3478,33,0,2,1,6006.1818,1,1
20.2,1,0.11232121800000001,123.6046,23,2,0,1,2988.1104,2,8
5.51,1,0.034668802,98.5726,13,1,1,1,1761.7068,2,2
20.2,2,0.06595278007399345,129.0678,13,1,1,1,3560.6984,1,2
14.7,0,0.072592873,48.5034,11,1,2,2,874.8612,1,3
20.0,2,0.059889718,168.5132,16,2,1,1,2874.9244,1,6
17.1,1,0.11240211800000001,112.986,22,1,2,0,113.186,2,0
11.5,1,0.029529474,132.6626,22,1,2,0,262.3252,2,0
11.15,2,0.10573663800000001,104.4648,11,1,2,2,2181.1608,1,3
16.2,0,0.044291251,43.3454,21,1,0,1,503.3448,1,9
16.1,0,0.100388706,76.0328,21,1,0,1,1853.5872,1,9
12.792854228644991,0,0.070556945,191.2162,35,1,2,3,7504.2318,1,5
15.0,2,0.054599767,59.4904,11,1,2,2,644.4944,1,3
12.8,0,0.069560905,263.0252,33,0,2,1,2885.5772,1,1
5.985,0,0.06595278007399345,125.2678,16,2,1,1,1017.3424,1,6
19.35,2,0.021453492999999997,120.3098,16,2,1,1,2530.7058,1,6
16.6,1,0.016276741,109.8596,11,1,2,2,1617.894,2,3
12.792854228644991,0,0.056656942,106.2622,35,1,2,3,2328.9684,1,5
11.5,0,0.072994847,189.253,21,1,0,1,1328.271,1,9
8.88,1,0.165073642,207.727,22,1,2,0,209.727,2,0
11.6,0,0.017744998999999997,177.9686,23,2,0,1,1244.3802,1,8
9.8,0,0.047453947,101.7016,13,1,1,1,1518.024,1,2
9.395,2,0.17142216600000001,139.1838,18,1,1,1,1685.8056,1,7
12.3,0,0.021860985,193.3162,23,2,0,1,3078.6592,1,8
16.1,0,0.023577297999999997,192.6846,23,2,0,1,2866.2690000000002,0,8
19.1,2,0.043304681,147.5418,22,1,2,0,294.2836,1,0
8.43,1,0.177971115,174.0422,21,1,0,1,2069.3064,2,9
14.5,2,0.106894492,260.4594,22,1,2,0,1046.6376,1,0
8.27,2,0.127927931,184.8924,23,2,0,1,4442.2176,0,8
7.02,0,0.081623275,148.0734,13,1,1,1,1930.1542,1,2
20.0,2,0.051596927,128.0678,18,1,1,1,1780.3492,1,7
7.81,0,0.067592098,246.0486,18,1,1,1,7086.1094,0,7
12.792854228644991,0,0.054670967,158.6604,35,2,0,0,316.9208,1,4
13.1,1,0.012089478999999998,189.85299999999998,33,0,2,1,3415.554,2,1
15.2,0,0.021250527999999998,216.5824,18,1,1,1,5241.1776,1,7
10.8,0,0.05843345,74.738,23,2,0,1,1025.3319999999999,0,8
12.6,0,0.05606697,50.7982,16,2,1,1,473.3838,1,6
12.15,1,0.029569276000000002,115.015,21,1,0,1,2912.875,2,9
7.42,0,0.0204332,248.9092,18,1,1,1,5976.2208,1,7
12.792854228644991,2,0.055213280999999996,172.4764,35,2,0,0,687.1056,1,4
6.885,2,0.14080050000000002,111.4228,13,1,1,1,2984.1156,1,2
12.792854228644991,1,0.047665717,42.177,35,1,2,3,1255.0330000000001,2,5
20.25,1,0.059268885,246.446,13,1,1,1,3695.19,2,2
15.3,2,0.084937098,214.0218,18,1,1,1,1068.609,1,7
9.21,0,0.008778413,122.4414,21,1,0,1,1583.9382,1,9
15.6,0,0.06595278007399345,220.4798,11,1,2,2,661.1394,1,3
15.35,0,0.013834247,62.7168,21,1,0,1,958.752,1,9
12.15,2,0.132351411,190.3872,18,1,1,1,2836.308,1,7
12.792854228644991,1,0.082955719,164.0552,35,1,2,3,5523.4768,2,5
11.395,1,0.009893817,50.3034,21,1,0,1,972.068,2,9
17.1,0,0.06595278007399345,111.9886,23,2,0,1,3002.0922,1,8
18.85,2,0.067940657,119.044,16,2,1,1,1198.44,1,6
19.6,1,0.094161662,251.9698,23,2,0,1,4566.0564,2,8
11.3,2,0.067107448,258.1962,13,1,1,1,4402.9354,1,2
12.792854228644991,0,0.018321361,255.3698,35,1,2,3,4819.7262,1,5
5.785,2,0.038756864,260.7252,23,2,0,1,6033.4796,1,8
5.82,2,0.07725473599999999,257.633,33,0,2,1,1537.9979999999998,1,1
9.0,0,0.08630486,168.0816,11,1,2,2,2181.1608,1,3
12.792854228644991,2,0.12887653699999999,139.1838,35,1,2,3,4916.933,1,5
7.895,2,0.061163967,59.2588,16,2,1,1,801.6232,1,6
13.8,0,0.058220302,247.4802,18,1,1,1,1474.0812,0,7
5.44,0,0.025519534,238.7538,21,1,0,1,3605.3070000000002,1,9
16.7,0,0.070133177,109.8912,33,0,2,1,873.5296,1,1
19.85,1,0.025947095,46.9376,33,0,2,1,575.2512,2,1
10.395,2,0.091688111,49.0008,13,1,1,1,860.2136,1,2
12.792854228644991,0,0.06595278007399345,40.5138,35,2,0,0,40.6138,0,4
12.792854228644991,2,0.165101585,87.7882,35,2,0,0,515.3292,1,4
15.1,1,0.059417055,237.9248,21,1,0,1,2133.2232,2,9
20.5,0,0.036287517000000005,121.2756,11,1,2,2,2181.1608,1,3
15.6,0,0.037764268999999996,124.9704,18,1,1,1,2253.0672,1,7
16.75,2,0.024848787999999997,39.9822,16,2,1,1,746.3618,0,6
10.85,0,0.162903525,104.9622,11,1,2,2,1482.0708,1,3
16.2,2,0.016747538,98.6726,13,1,1,1,1272.3438,1,2
7.72,2,0.147904328,116.6466,22,1,2,0,117.8466,1,0
12.792854228644991,0,0.079904068,120.044,35,1,2,3,4434.228,1,5
5.785,2,0.040325274,180.46599999999998,33,0,2,1,719.064,1,1
12.792854228644991,2,0.06302467,181.6318,35,1,2,3,1263.0226,1,5
15.2,0,0.021203509,216.3824,16,2,1,1,6114.7072,1,6
13.1,2,0.098765906,196.3768,16,2,1,1,2167.8448,1,6
6.32,0,0.012707362,41.0822,33,0,2,1,942.7728,1,1
17.85,0,0.04442649,124.902,33,0,2,1,1897.53,1,1
12.792854228644991,2,0.12171245900000001,101.2016,35,1,2,3,2631.2416,1,5
13.85,0,0.030769458,141.7154,33,0,2,1,2978.1234,0,1
5.78,0,0.014614357,147.3102,11,1,2,2,2332.9632,0,3
12.792854228644991,2,0.076868664,62.1194,35,2,0,0,123.8388,1,4
6.885,2,0.140292495,108.5228,18,1,1,1,1989.4104,1,7
8.42,1,0.070555571,216.0192,16,2,1,1,2372.9112,2,6
7.63,0,0.061409711,94.6436,13,1,1,1,1607.2412,0,2
10.5,2,0.066555152,80.896,13,1,1,1,958.752,1,2
7.575,0,0.092711708,197.7768,22,1,2,0,197.0768,1,0
13.5,2,0.017844608999999997,81.396,33,0,2,1,1198.44,1,1
12.15,0,0.025916882999999998,120.244,18,1,1,1,2277.036,1,7
5.405,2,0.053611144000000006,197.7742,16,2,1,1,796.2968,1,6
12.792854228644991,1,0.20778348300000002,262.291,35,2,0,0,525.982,2,4
7.435,0,0.122837694,208.7638,23,2,0,1,3105.9570000000003,1,8
4.635,0,0.141174838,127.0994,18,1,1,1,2826.9868,1,7
8.96,2,0.069078149,197.7768,18,1,1,1,3153.2288,1,7
18.35,1,0.08934507400000001,191.9504,11,1,2,2,5369.0112,2,3
11.65,2,0.058822142,173.5422,21,1,0,1,3448.844,1,9
10.5,0,0.07136869900000001,121.3098,21,1,0,1,1446.1176,1,9
7.39,1,0.068055818,140.7812,11,1,2,2,1567.2932,2,3
12.792854228644991,2,0.150122794,154.5314,35,1,2,3,1396.1826,1,5
14.0,0,0.030094192000000002,215.7192,23,2,0,1,1078.596,1,8
18.5,2,0.076097035,145.8102,22,1,2,0,291.6204,1,0
13.65,2,0.025973384,79.6302,18,1,1,1,554.6114,1,7
14.15,0,0.06595278007399345,244.1828,18,1,1,1,731.0484,1,7
10.1,2,0.053887301,225.6088,13,1,1,1,4250.4672,1,2
10.1,0,0.024262772000000002,117.615,11,1,2,2,1514.695,1,3
13.85,0,0.034624103999999996,115.0492,21,1,0,1,4054.722,0,9
13.1,2,0.044281996,178.5318,18,1,1,1,3067.3406,1,7
18.75,1,0.052121825,104.82799999999999,21,1,0,1,2343.616,2,9
14.0,2,0.135662712,52.06399999999999,33,0,2,1,852.2239999999999,1,1
16.1,0,0.023613955,192.8846,21,1,0,1,5350.3688,0,9
12.792854228644991,0,0.082152451,179.9002,35,1,2,3,4119.3046,1,5
12.792854228644991,2,0.02363057,141.7154,35,2,0,0,425.4462,1,4
12.35,1,0.164274416,119.8124,18,1,1,1,2133.2232,2,7
20.7,2,0.047587685,215.0876,18,1,1,1,5145.3024,1,7
7.825,0,0.07995298299999999,62.7826,11,1,2,2,1162.4868,1,3
12.792854228644991,1,0.024992442,53.6614,35,2,0,0,165.7842,2,4
12.1,0,0.11510702800000001,222.0114,18,1,1,1,3547.3824,1,7
12.792854228644991,1,0.008604657,123.1756,35,1,2,3,1211.756,2,5
14.65,1,0.08352844599999999,162.4552,18,1,1,1,2274.3728,2,7
12.792854228644991,2,0.036731658,177.237,35,1,2,3,4763.799,1,5
20.75,2,0.129337594,238.188,23,2,0,1,5033.448,1,8
11.15,1,0.06595278007399345,65.0142,21,1,0,1,1120.5414,2,9
12.1,0,0.029827665,144.3444,21,1,0,1,2612.5992,0,9
11.6,2,0.157718931,168.3474,13,1,1,1,4548.0798,1,2
17.6,0,0.008046275,173.7422,13,1,1,1,5863.0348,1,2
12.792854228644991,1,0.06875355799999999,127.9678,35,2,0,0,254.3356,2,4
12.792854228644991,0,0.013199737,108.9254,35,1,2,3,2713.135,1,5
10.65,0,0.023971463,54.0272,23,2,0,1,447.4176,1,8
18.35,2,0.09468096,86.2882,11,1,2,2,1631.8758,1,3
7.35,2,0.014394261,241.3512,18,1,1,1,5331.7264,1,7
18.2,0,0.049396364000000005,146.4734,21,1,0,1,3563.3616,1,9
8.39,2,0.024243294,116.0176,21,1,0,1,1603.2464,1,9
14.3,0,0.12246920900000001,121.973,33,0,2,1,2709.8059999999996,1,1
10.195,2,0.017730951000000002,239.8538,13,1,1,1,4086.0146,1,2
14.15,0,0.035016754,245.3828,11,1,2,2,1705.7796,1,3
16.2,0,0.019417732,153.7972,18,1,1,1,1402.1748,0,7
12.792854228644991,1,0.066358426,195.2478,35,1,2,3,7168.6686,2,5
12.65,0,0.105265475,159.9578,22,1,2,0,962.7468,0,0
12.792854228644991,0,0.038736754,37.319,35,1,2,3,1281.665,0,5
10.895,0,0.04499187599999999,107.228,22,1,2,0,426.11199999999997,1,0
5.735,0,0.05696122,176.33700000000002,23,2,0,1,1764.37,1,8
17.85,0,0.147255604,93.7436,13,1,1,1,1701.7848,1,2
5.82,2,0.077319079,255.433,23,2,0,1,4357.661,1,8
10.0,1,0.089135671,146.9102,16,2,1,1,3207.8244,2,6
17.6,2,0.041373331,38.119,16,2,1,1,732.38,1,6
12.792854228644991,0,0.04403602,173.308,35,1,2,3,6751.2119999999995,0,5
10.1,0,0.027041858999999998,77.567,33,0,2,1,306.268,1,1
12.792854228644991,2,0.056782237,241.2512,35,1,2,3,8239.9408,1,5
17.6,2,0.03922186,97.241,23,2,0,1,193.082,1,8
8.645,0,0.021581922000000003,53.3982,16,2,1,1,1209.7586,1,6
19.5,0,0.12820600099999999,155.9314,23,2,0,1,3878.285,1,8
7.68,0,0.071301323,190.8162,13,1,1,1,2693.8268,1,2
15.7,0,0.030765898,43.277,18,1,1,1,649.155,0,7
5.405,2,0.053730029000000006,199.0742,18,1,1,1,4777.7808,1,7
20.85,2,0.062350672,86.9514,18,1,1,1,1416.8224,1,7
7.39,1,0.068163102,140.4812,13,1,1,1,2422.1804,2,2
6.465,0,0.06595278007399345,263.1884,11,1,2,2,2914.8724,1,3
18.25,0,0.015309885,197.6084,18,1,1,1,2380.9008,1,7
12.792854228644991,2,0.106538757,222.3772,35,1,2,3,1556.6404,1,5
12.792854228644991,0,0.061999648,230.00099999999998,35,2,0,0,689.1030000000001,1,4
10.195,0,0.051618280999999995,31.9558,33,0,2,1,373.5138,1,1
15.1,0,0.076505799,91.583,13,1,1,1,539.298,1,2
13.65,2,0.013091186000000001,114.8834,11,1,2,2,1612.5676,1,3
12.792854228644991,0,0.022074764,141.418,35,2,0,0,559.2719999999999,1,4
12.792854228644991,0,0.079146113,181.46599999999998,35,2,0,0,179.766,1,4
5.985,0,0.096337184,125.2678,13,1,1,1,763.0068,1,2
9.5,0,0.142425145,189.9872,22,1,2,0,756.3488,0,0
11.15,0,0.06595278007399345,44.7744,18,1,1,1,181.0976,1,7
12.792854228644991,1,0.041663111,188.6214,35,1,2,3,6029.4848,2,5
18.0,1,0.019386234,126.8994,23,2,0,1,3083.9856,2,8
12.792854228644991,1,0.135226962,56.293,35,2,0,0,113.186,2,4
16.2,0,0.06595278007399345,73.4696,33,0,2,1,2087.9488,0,1
13.15,0,0.036729122,179.7976,21,1,0,1,2535.3664,1,9
20.6,1,0.045380404000000006,148.4392,33,0,2,1,1789.6704,2,1
11.395,2,0.06958717099999999,234.6616,23,2,0,1,4687.232,1,8
6.78,2,0.08573655,229.5694,33,0,2,1,3425.5409999999997,1,1
8.84,2,0.076681143,110.7228,21,1,0,1,1657.842,1,9
16.7,0,0.10205577699999999,184.0292,23,2,0,1,3101.2964,1,8
13.3,2,0.071856726,63.2536,13,1,1,1,1347.5792,1,2
12.6,2,0.063054947,102.399,13,1,1,1,2270.3779999999997,1,2
7.6,2,0.14238384699999998,172.3448,16,2,1,1,2556.672,1,6
12.6,2,0.03150851,170.5764,33,0,2,1,3779.0808,1,1
6.67,2,0.123620492,90.0514,21,1,0,1,1505.3738,1,9
10.695,1,0.06375108,36.7848,16,2,1,1,782.9808,2,6
12.792854228644991,0,0.04461205,241.1538,35,2,0,0,480.7076,1,4
16.6,0,0.12220437099999999,173.5738,16,2,1,1,1911.5118,1,6
10.0,2,0.037764307000000004,127.2994,23,2,0,1,642.497,1,8
19.1,1,0.09243771099999999,185.2608,13,1,1,1,1470.0864,2,2
17.6,1,0.137807013,161.792,22,1,2,0,159.792,2,0
19.5,2,0.07729230200000001,235.3958,21,1,0,1,6309.7866,0,9
10.1,2,0.045763062,38.4848,21,1,0,1,633.8416,1,9
8.6,1,0.090558833,112.6176,11,1,2,2,3091.9752,2,3
19.7,0,0.041703666,109.1912,33,0,2,1,1637.868,1,1
15.35,0,0.014098693,37.219,13,1,1,1,805.618,1,2
5.26,2,0.042008667,162.6868,13,1,1,1,3767.0964,1,2
9.8,0,0.10693374800000001,175.33700000000002,18,1,1,1,529.311,1,7
16.5,1,0.012663476000000002,39.3506,18,1,1,1,645.1602,2,7
10.5,0,0.041387618,40.1164,16,2,1,1,849.5608,1,6
13.1,1,0.012148836000000001,191.35299999999998,11,1,2,2,1328.271,2,3
12.792854228644991,2,0.005935001,98.8358,35,1,2,3,2010.7160000000001,1,5
9.3,2,0.014047825,196.5084,18,1,1,1,4364.9848,1,7
14.3,0,0.026375082,79.6302,18,1,1,1,792.302,1,7
12.792854228644991,0,0.06595278007399345,55.7298,35,1,2,3,2804.3496,1,5
10.8,0,0.052174319000000004,240.3564,18,1,1,1,4290.4152,0,7
12.792854228644991,2,0.06595278007399345,38.1848,35,2,0,0,37.2848,1,4
12.85,0,0.13778685599999999,157.763,11,1,2,2,2659.8709999999996,1,3
6.78,0,0.06660848700000001,184.62400000000002,16,2,1,1,5406.295999999999,1,6
9.195,2,0.064002068,85.5566,16,2,1,1,930.1226,1,6
7.905,0,0.06406438,229.2694,23,2,0,1,1826.9552,0,8
17.6,0,0.049345425,115.4176,13,1,1,1,1145.1760000000002,1,2
15.7,2,0.11521312,112.0202,13,1,1,1,3150.5656,1,2
12.792854228644991,2,0.06595278007399345,83.7566,35,2,0,0,253.6698,1,4
19.2,0,0.099991245,112.7886,33,0,2,1,1779.0176,1,1
7.405,0,0.015334003,92.7146,11,1,2,2,1185.7898,1,3
19.5,2,0.129170642,233.9958,22,1,2,0,467.3916,0,0
9.195,2,0.051908824000000006,78.1644,13,1,1,1,1414.1592,1,2
11.65,0,0.13177092199999998,151.1024,18,1,1,1,1518.024,1,7
21.1,1,0.028984804,146.1786,33,0,2,1,3034.0506,2,1
8.695,1,0.120211747,93.2094,13,1,1,1,666.4658,2,2
7.27,2,0.02076385,89.0488,33,0,2,1,181.0976,1,1
8.85,1,0.016006626,105.6964,33,0,2,1,210.3928,2,1
18.6,0,0.015766712,152.9366,16,2,1,1,1662.5026,1,6
12.792854228644991,1,0.024536198999999998,144.6102,35,1,2,3,3791.0652,2,5
9.1,2,0.008046878,78.7618,21,1,0,1,402.809,1,9
7.975,0,0.014653896000000001,82.425,21,1,0,1,749.025,1,9
10.0,1,0.073794811,121.444,13,1,1,1,2516.724,2,2
6.865,0,0.056830682,214.0218,23,2,0,1,5556.7668,1,8
16.7,2,0.054618573,65.5168,16,2,1,1,1022.6688,1,6
7.285,1,0.052141447,174.9054,22,1,2,0,525.3162,2,0
8.43,0,0.017360867,196.2768,18,1,1,1,1576.6144,0,7
20.2,2,0.196438668,194.611,22,1,2,0,392.82199999999995,1,0
8.75,2,0.074743226,187.6556,21,1,0,1,5257.1568,1,9
12.792854228644991,0,0.127792701,111.1886,35,1,2,3,4447.544,1,5
12.792854228644991,1,0.024358634,190.4214,35,1,2,3,5652.642,2,5
9.695,0,0.070431235,177.5344,16,2,1,1,3033.3848,0,6
7.75,2,0.08293069900000001,35.2558,23,2,0,1,780.9834,1,8
19.75,0,0.041330512,115.8466,33,0,2,1,2474.7786,1,1
9.8,2,0.235354055,50.8008,22,1,2,0,101.2016,1,0
11.8,2,0.057746382,152.4366,13,1,1,1,3929.5516,1,2
9.8,2,0.045337184,36.8874,21,1,0,1,564.5984,1,9
7.42,0,0.020374875,248.0092,33,0,2,1,1245.046,1,1
20.75,0,0.035568147,151.8024,22,1,2,0,151.8024,0,0
12.6,2,0.062797771,103.999,21,1,0,1,825.592,1,9
19.75,2,0.018096488,179.56599999999997,11,1,2,2,2696.49,1,3
10.895,2,0.009613854,122.973,33,0,2,1,1231.73,1,1
16.6,0,0.026645307000000003,53.5614,11,1,2,2,939.4438,1,3
